date,Fog_L_jour_x,Hydropanel_L_jour_x,AgriPV_L_jour_x,Condensation_L_jour_x,YEAR,DOY,ALLSKY_SFC_SW_DWN,WS2M,T2M_MAX,RH2M,T2M_MIN,PRECTOTCORR,Irradiance_kWh_m2,Hydropanel_L_jour_y,AgriPV_Energie_kWh_jour,AgriPV_L_jour_y,Fog_L_jour_y,Condensation_L_jour_y
2024-08-01,50.0,6.060185185185185,8.726666666666667,2.0,2024,214,26.18,3.44,40.72,44.77,22.3,0.0,7.272222222222222,6.060185185185185,13.09,8.726666666666667,50.0,2.0
2024-08-02,50.0,6.407407407407407,9.226666666666665,2.0,2024,215,27.68,3.5,40.85,35.83,21.85,0.0,7.688888888888888,6.407407407407407,13.839999999999998,9.226666666666665,50.0,2.0
2024-08-03,50.0,6.571759259259259,9.463333333333331,2.0,2024,216,28.39,2.96,43.5,28.53,22.61,0.0,7.886111111111111,6.571759259259259,14.195,9.463333333333333,50.0,2.0
2024-08-04,50.0,6.569444444444445,9.46,2.0,2024,217,28.38,2.93,42.83,32.28,21.49,0.0,7.883333333333333,6.569444444444445,14.19,9.459999999999999,50.0,2.0
2024-08-05,50.0,6.451388888888889,9.29,2.0,2024,218,27.87,2.66,37.5,40.67,21.38,0.0,7.741666666666667,6.451388888888889,13.935,9.290000000000001,50.0,2.0
2024-08-06,50.0,6.546296296296297,9.426666666666668,2.0,2024,219,28.28,2.83,38.97,42.11,18.58,0.0,7.855555555555556,6.546296296296297,14.14,9.426666666666668,50.0,2.0
2024-08-07,50.0,6.425925925925926,9.253333333333334,2.0,2024,220,27.76,2.55,36.76,50.22,18.91,0.0,7.711111111111111,6.425925925925926,13.88,9.253333333333334,50.0,2.0
2024-08-08,50.0,6.344907407407407,9.136666666666663,2.0,2024,221,27.41,2.93,38.63,45.99,20.08,0.0,7.613888888888889,6.344907407407407,13.704999999999998,9.136666666666665,50.0,2.0
2024-08-09,50.0,6.224537037037036,8.963333333333333,2.0,2024,222,26.89,2.95,39.99,44.85,19.48,0.0,7.469444444444444,6.224537037037036,13.444999999999999,8.963333333333333,50.0,2.0
2024-08-10,50.0,6.229166666666667,8.97,2.0,2024,223,26.91,2.39,42.49,35.9,21.54,0.0,7.475,6.229166666666667,13.455,8.97,50.0,2.0
2024-08-11,50.0,5.560185185185185,8.006666666666666,2.0,2024,224,24.02,2.36,44.29,30.71,23.59,0.0,6.672222222222222,5.560185185185185,12.009999999999998,8.006666666666666,50.0,2.0
2024-08-12,50.0,5.62962962962963,8.106666666666667,2.0,2024,225,24.32,2.94,42.35,28.04,24.85,0.01,6.7555555555555555,5.62962962962963,12.16,8.106666666666667,50.0,2.0
2024-08-13,50.0,6.268518518518517,9.026666666666666,2.0,2024,226,27.08,3.51,38.43,42.28,20.69,0.0,7.522222222222221,6.268518518518517,13.539999999999997,9.026666666666666,50.0,2.0
2024-08-14,50.0,6.550925925925926,9.433333333333334,2.0,2024,227,28.3,4.25,36.47,49.78,17.91,0.0,7.861111111111111,6.550925925925926,14.15,9.433333333333334,50.0,2.0
2024-08-15,50.0,6.4282407407407405,9.256666666666666,2.0,2024,228,27.77,3.79,39.94,46.92,19.27,0.0,7.713888888888889,6.4282407407407405,13.885,9.256666666666666,50.0,2.0
2024-08-16,50.0,6.402777777777779,9.22,2.0,2024,229,27.66,2.7,42.57,39.08,21.72,0.0,7.683333333333334,6.402777777777779,13.830000000000002,9.22,50.0,2.0
2024-08-17,50.0,6.231481481481481,8.973333333333333,2.0,2024,230,26.92,2.44,45.03,27.28,24.7,0.0,7.477777777777778,6.231481481481481,13.459999999999999,8.973333333333333,50.0,2.0
2024-08-18,50.0,6.104166666666667,8.79,2.0,2024,231,26.37,2.79,44.95,25.56,25.64,0.0,7.325,6.104166666666667,13.184999999999999,8.79,50.0,2.0
2024-08-19,50.0,5.576388888888889,8.03,2.0,2024,232,24.09,2.84,40.9,30.16,26.2,0.0,6.691666666666666,5.576388888888889,12.044999999999998,8.03,50.0,2.0
2024-08-20,50.0,4.430555555555555,6.379999999999999,2.0,2024,233,19.14,3.15,38.24,39.97,22.99,1.2,5.316666666666666,4.430555555555555,9.569999999999999,6.379999999999999,50.0,2.0
2024-08-21,50.0,5.784722222222221,8.329999999999998,2.0,2024,234,24.99,3.0,40.04,42.37,22.88,0.0,6.941666666666666,5.784722222222221,12.494999999999997,8.329999999999998,50.0,2.0
2024-08-22,50.0,6.141203703703704,8.843333333333332,2.0,2024,235,26.53,3.6,35.55,52.15,19.98,0.01,7.3694444444444445,6.141203703703704,13.264999999999999,8.843333333333332,50.0,2.0
2024-08-23,50.0,6.039351851851852,8.696666666666665,2.0,2024,236,26.09,3.69,33.27,52.84,18.65,0.09,7.247222222222222,6.039351851851852,13.044999999999998,8.696666666666665,50.0,2.0
2024-08-24,50.0,5.576388888888889,8.03,2.0,2024,237,24.09,3.77,34.76,54.74,18.52,0.01,6.691666666666666,5.576388888888889,12.044999999999998,8.03,50.0,2.0
2024-08-25,50.0,5.729166666666666,8.25,2.0,2024,238,24.75,3.33,38.38,51.63,20.52,0.0,6.875,5.729166666666666,12.375,8.25,50.0,2.0
2024-08-26,50.0,6.025462962962963,8.676666666666668,2.0,2024,239,26.03,2.67,37.38,48.51,20.08,0.0,7.230555555555556,6.025462962962963,13.015,8.676666666666668,50.0,2.0
2024-08-27,50.0,6.074074074074073,8.746666666666666,2.0,2024,240,26.24,2.54,37.37,45.65,19.36,0.0,7.288888888888888,6.074074074074073,13.12,8.746666666666666,50.0,2.0
2024-08-28,50.0,5.810185185185185,8.366666666666667,2.0,2024,241,25.1,3.29,33.72,53.54,18.03,0.03,6.972222222222222,5.810185185185185,12.55,8.366666666666667,50.0,2.0
2024-08-29,50.0,5.513888888888888,7.939999999999999,2.0,2024,242,23.82,3.81,32.51,57.0,17.76,0.0,6.616666666666666,5.513888888888888,11.909999999999998,7.939999999999999,50.0,2.0
2024-08-30,50.0,5.546296296296297,7.986666666666667,2.0,2024,243,23.96,3.66,33.2,62.19,18.66,0.03,6.655555555555556,5.546296296296297,11.98,7.986666666666667,50.0,2.0
2024-08-31,50.0,5.456018518518518,7.856666666666666,2.0,2024,244,23.57,3.75,34.69,62.28,18.98,0.02,6.5472222222222225,5.456018518518518,11.785,7.8566666666666665,50.0,2.0
2024-09-01,50.0,5.340277777777778,7.689999999999999,2.0,2024,245,23.07,3.47,34.02,59.59,18.87,0.01,6.408333333333333,5.340277777777778,11.534999999999998,7.689999999999999,50.0,2.0
2024-09-02,50.0,5.622685185185184,8.096666666666666,2.0,2024,246,24.29,3.81,37.32,51.92,19.83,0.0,6.747222222222222,5.622685185185184,12.144999999999998,8.096666666666666,50.0,2.0
2024-09-03,50.0,5.097222222222221,7.34,2.0,2024,247,22.02,3.5,35.4,55.39,19.51,0.04,6.116666666666666,5.097222222222221,11.01,7.34,50.0,2.0
2024-09-04,50.0,5.333333333333333,7.679999999999999,2.0,2024,248,23.04,3.2,36.12,48.93,18.81,0.0,6.3999999999999995,5.333333333333333,11.519999999999998,7.679999999999999,50.0,2.0
2024-09-05,50.0,5.432870370370369,7.823333333333333,2.0,2024,249,23.47,2.78,39.47,35.89,22.41,0.02,6.519444444444444,5.432870370370369,11.735,7.823333333333333,50.0,2.0
2024-09-06,50.0,4.851851851851851,6.9866666666666655,2.0,2024,250,20.96,3.34,36.79,39.05,22.3,0.08,5.822222222222222,4.851851851851851,10.479999999999999,6.9866666666666655,50.0,2.0
2024-09-07,50.0,4.0,5.760000000000001,2.0,2024,251,17.28,3.1,39.04,57.28,23.08,16.55,4.8,3.9999999999999996,8.64,5.760000000000001,50.0,2.0
2024-09-08,50.0,4.863425925925926,7.003333333333334,2.0,2024,252,21.01,3.27,30.3,67.69,20.48,0.4,5.836111111111111,4.863425925925926,10.505,7.003333333333334,50.0,2.0
2024-09-09,50.0,5.717592592592592,8.233333333333333,2.0,2024,253,24.7,2.52,31.89,60.13,17.66,0.02,6.861111111111111,5.717592592592592,12.35,8.233333333333333,50.0,2.0
2024-09-10,50.0,5.726851851851852,8.246666666666664,2.0,2024,254,24.74,3.07,31.41,59.13,16.63,0.02,6.872222222222222,5.726851851851852,12.369999999999997,8.246666666666664,50.0,2.0
2024-09-11,50.0,5.310185185185185,7.646666666666667,2.0,2024,255,22.94,3.58,28.89,57.8,16.51,0.12,6.372222222222223,5.310185185185185,11.47,7.646666666666667,50.0,2.0
2024-09-12,50.0,5.618055555555555,8.089999999999998,2.0,2024,256,24.27,3.78,33.91,47.0,14.83,0.0,6.741666666666666,5.618055555555555,12.134999999999998,8.089999999999998,50.0,2.0
2024-09-13,50.0,5.5115740740740735,7.936666666666666,2.0,2024,257,23.81,2.06,35.09,47.57,17.84,0.0,6.613888888888888,5.5115740740740735,11.905,7.9366666666666665,50.0,2.0
2024-09-14,50.0,5.2430555555555545,7.549999999999998,2.0,2024,258,22.65,1.43,38.63,39.18,20.6,0.0,6.291666666666666,5.2430555555555545,11.324999999999998,7.549999999999998,50.0,2.0
2024-09-15,50.0,4.935185185185185,7.1066666666666665,2.0,2024,259,21.32,2.25,39.04,36.08,23.01,0.01,5.9222222222222225,4.935185185185185,10.66,7.1066666666666665,50.0,2.0
2024-09-16,50.0,4.587962962962963,6.6066666666666665,2.0,2024,260,19.82,2.33,34.99,51.05,19.4,0.01,5.5055555555555555,4.587962962962963,9.91,6.6066666666666665,50.0,2.0
2024-09-17,50.0,4.958333333333334,7.14,2.0,2024,261,21.42,1.95,31.96,55.82,18.85,0.04,5.95,4.958333333333334,10.709999999999999,7.14,50.0,2.0
2024-09-18,50.0,4.474537037037036,6.443333333333332,2.0,2024,262,19.33,2.27,30.86,63.96,17.27,0.06,5.369444444444444,4.474537037037036,9.664999999999997,6.443333333333332,50.0,2.0
2024-09-19,50.0,5.060185185185185,7.286666666666666,2.0,2024,263,21.86,2.65,31.11,60.09,16.4,0.06,6.072222222222222,5.060185185185185,10.93,7.286666666666666,50.0,2.0
2024-09-20,50.0,4.564814814814814,6.573333333333332,2.0,2024,264,19.72,2.09,31.34,57.38,19.4,1.42,5.477777777777777,4.564814814814814,9.859999999999998,6.5733333333333315,50.0,2.0
2024-09-21,50.0,4.331018518518518,6.2366666666666655,2.0,2024,265,18.71,2.65,30.02,58.52,17.76,0.04,5.197222222222222,4.331018518518518,9.354999999999999,6.2366666666666655,50.0,2.0
2024-09-22,50.0,4.93287037037037,7.103333333333333,2.0,2024,266,21.31,2.67,31.62,57.54,18.25,0.15,5.919444444444444,4.93287037037037,10.655,7.103333333333333,50.0,2.0
2024-09-23,50.0,4.93287037037037,7.103333333333333,2.0,2024,267,21.31,2.51,31.22,56.21,17.5,0.03,5.919444444444444,4.93287037037037,10.655,7.103333333333333,50.0,2.0
2024-09-24,50.0,5.043981481481481,7.263333333333332,2.0,2024,268,21.79,2.61,29.56,59.64,16.82,0.09,6.052777777777777,5.043981481481481,10.894999999999998,7.263333333333332,50.0,2.0
2024-09-25,50.0,5.1157407407407405,7.366666666666667,2.0,2024,269,22.1,2.81,33.44,50.08,15.49,0.0,6.138888888888889,5.1157407407407405,11.05,7.366666666666667,50.0,2.0
2024-09-26,50.0,5.099537037037037,7.343333333333333,2.0,2024,270,22.03,2.71,33.02,54.4,18.08,0.01,6.1194444444444445,5.099537037037037,11.014999999999999,7.343333333333333,50.0,2.0
2024-09-27,50.0,5.060185185185185,7.286666666666666,2.0,2024,271,21.86,3.1,32.55,60.92,17.41,0.12,6.072222222222222,5.060185185185185,10.93,7.286666666666666,50.0,2.0
2024-09-28,50.0,5.074074074074074,7.3066666666666675,2.0,2024,272,21.92,3.47,31.15,56.96,16.92,0.03,6.0888888888888895,5.074074074074074,10.96,7.3066666666666675,50.0,2.0
2024-09-29,50.0,4.909722222222222,7.069999999999999,2.0,2024,273,21.21,2.88,34.88,49.54,16.24,0.0,5.891666666666667,4.909722222222222,10.604999999999999,7.069999999999999,50.0,2.0
2024-09-30,50.0,4.708333333333333,6.779999999999999,2.0,2024,274,20.34,2.03,39.69,40.07,19.7,0.01,5.6499999999999995,4.708333333333333,10.169999999999998,6.7799999999999985,50.0,2.0
2024-10-01,50.0,4.541666666666667,6.54,2.0,2024,275,19.62,2.15,39.8,34.77,24.39,0.01,5.45,4.541666666666667,9.81,6.54,50.0,2.0
2024-10-02,50.0,4.847222222222223,6.98,2.0,2024,276,20.94,2.89,38.36,40.25,22.05,0.0,5.816666666666667,4.847222222222223,10.47,6.98,50.0,2.0
2024-10-03,50.0,4.708333333333333,6.779999999999999,2.0,2024,277,20.34,3.17,33.87,50.94,18.47,0.01,5.6499999999999995,4.708333333333333,10.169999999999998,6.7799999999999985,50.0,2.0
2024-10-04,50.0,4.655092592592593,6.703333333333333,2.0,2024,278,20.11,3.51,32.62,59.55,18.32,0.01,5.586111111111111,4.655092592592593,10.055,6.703333333333333,50.0,2.0
2024-10-05,50.0,4.68287037037037,6.743333333333333,2.0,2024,279,20.23,3.49,33.16,57.15,19.1,0.02,5.6194444444444445,4.68287037037037,10.115,6.743333333333333,50.0,2.0
2024-10-06,50.0,4.56712962962963,6.576666666666665,2.0,2024,280,19.73,2.73,35.35,54.08,18.86,0.03,5.480555555555555,4.56712962962963,9.864999999999998,6.576666666666665,50.0,2.0
2024-10-07,50.0,2.5231481481481484,3.633333333333333,2.0,2024,281,10.9,2.91,29.93,64.67,17.95,0.21,3.0277777777777777,2.5231481481481484,5.45,3.6333333333333333,50.0,2.0
2024-10-08,50.0,4.474537037037036,6.443333333333332,2.0,2024,282,19.33,1.65,26.55,68.03,16.55,0.72,5.369444444444444,4.474537037037036,9.664999999999997,6.443333333333332,50.0,2.0
2024-10-09,50.0,4.68287037037037,6.743333333333333,2.0,2024,283,20.23,2.23,29.15,65.61,15.04,0.11,5.6194444444444445,4.68287037037037,10.115,6.743333333333333,50.0,2.0
2024-10-10,50.0,3.9375,5.670000000000001,2.0,2024,284,17.01,1.98,30.39,54.15,16.81,0.09,4.7250000000000005,3.9375000000000004,8.505,5.670000000000001,50.0,2.0
2024-10-11,50.0,4.550925925925926,6.553333333333334,2.0,2024,285,19.66,2.42,32.03,55.64,17.59,0.01,5.461111111111111,4.550925925925926,9.83,6.553333333333334,50.0,2.0
2024-10-12,50.0,2.398148148148148,3.453333333333333,2.0,2024,286,10.36,3.21,29.67,73.58,18.0,10.95,2.8777777777777778,2.398148148148148,5.18,3.453333333333333,50.0,2.0
2024-10-13,50.0,4.090277777777779,5.890000000000001,2.0,2024,287,17.67,2.33,25.51,70.11,16.32,4.17,4.908333333333334,4.090277777777779,8.835,5.890000000000001,50.0,2.0
2024-10-14,50.0,3.7939814814814814,5.463333333333334,2.0,2024,288,16.39,1.45,25.19,66.79,15.18,1.48,4.552777777777778,3.7939814814814814,8.195,5.463333333333334,50.0,2.0
2024-10-15,50.0,2.976851851851852,4.286666666666666,2.0,2024,289,12.86,3.2,28.65,66.36,16.7,3.04,3.572222222222222,2.9768518518518516,6.43,4.286666666666666,50.0,2.0
2024-10-16,50.0,3.402777777777777,4.9,2.0,2024,290,14.7,2.35,26.89,73.73,17.48,7.27,4.083333333333333,3.4027777777777772,7.349999999999999,4.8999999999999995,50.0,2.0
2024-10-17,50.0,4.104166666666666,5.91,2.0,2024,291,17.73,2.64,25.56,69.12,14.55,0.57,4.925,4.104166666666666,8.865,5.91,50.0,2.0
2024-10-18,50.0,4.553240740740741,6.556666666666668,2.0,2024,292,19.67,3.51,27.56,58.55,11.84,0.0,5.4638888888888895,4.553240740740741,9.835,6.5566666666666675,50.0,2.0
2024-10-19,50.0,4.363425925925927,6.283333333333334,2.0,2024,293,18.85,2.53,25.64,59.75,11.96,0.0,5.236111111111112,4.3634259259259265,9.425,6.283333333333334,50.0,2.0
2024-10-20,50.0,4.231481481481482,6.093333333333334,2.0,2024,294,18.28,1.88,29.08,56.36,14.97,0.0,5.077777777777778,4.231481481481482,9.14,6.093333333333334,50.0,2.0
2024-10-21,50.0,4.136574074074074,5.956666666666667,2.0,2024,295,17.87,2.06,28.79,68.53,14.59,0.0,4.9638888888888895,4.136574074074074,8.935,5.956666666666667,50.0,2.0
2024-10-22,50.0,3.9953703703703702,5.753333333333334,2.0,2024,296,17.26,1.47,30.64,57.82,16.15,0.0,4.794444444444445,3.9953703703703707,8.63,5.753333333333334,50.0,2.0
2024-10-23,50.0,2.916666666666667,4.2,2.0,2024,297,12.6,1.66,26.81,54.78,19.57,0.89,3.5,2.916666666666667,6.3,4.2,50.0,2.0
2024-10-24,50.0,3.599537037037037,5.183333333333333,2.0,2024,298,15.55,2.15,30.71,54.67,17.72,0.62,4.319444444444445,3.599537037037037,7.7749999999999995,5.183333333333333,50.0,2.0
2024-10-25,50.0,3.261574074074074,4.696666666666666,2.0,2024,299,14.09,2.57,25.55,66.92,15.9,0.15,3.9138888888888888,3.261574074074074,7.044999999999999,4.696666666666666,50.0,2.0
2024-10-26,50.0,3.664351851851852,5.276666666666666,2.0,2024,300,15.83,4.14,22.55,62.47,10.61,0.23,4.397222222222222,3.664351851851852,7.914999999999999,5.276666666666666,50.0,2.0
2024-10-27,50.0,2.9097222222222223,4.19,2.0,2024,301,12.57,2.32,21.75,66.89,9.97,0.28,3.4916666666666667,2.9097222222222223,6.284999999999999,4.1899999999999995,50.0,2.0
2024-10-28,50.0,2.388888888888889,3.44,2.0,2024,302,10.32,1.88,18.07,74.84,10.25,1.31,2.8666666666666667,2.388888888888889,5.16,3.44,50.0,2.0
2024-10-29,50.0,2.2546296296296298,3.2466666666666666,2.0,2024,303,9.74,4.15,19.64,76.95,9.85,2.29,2.7055555555555557,2.2546296296296298,4.87,3.2466666666666666,50.0,2.0
2024-10-30,50.0,2.0324074074074074,2.9266666666666663,2.0,2024,304,8.78,3.57,22.81,75.36,12.11,0.72,2.4388888888888887,2.0324074074074074,4.39,2.9266666666666663,50.0,2.0
2024-10-31,50.0,3.812499999999999,5.489999999999998,2.0,2024,305,16.47,1.37,24.02,71.21,12.17,0.08,4.574999999999999,3.812499999999999,8.234999999999998,5.489999999999998,50.0,2.0
2024-11-01,50.0,3.680555555555556,5.3,2.0,2024,306,15.9,1.25,24.53,68.97,13.61,0.06,4.416666666666667,3.680555555555556,7.95,5.3,50.0,2.0
2024-11-02,50.0,3.706018518518519,5.336666666666667,2.0,2024,307,16.01,1.53,24.29,68.16,13.04,0.0,4.447222222222223,3.706018518518519,8.005,5.336666666666667,50.0,2.0
2024-11-03,50.0,3.6759259259259274,5.293333333333334,2.0,2024,308,15.88,1.37,27.83,52.31,14.2,0.0,4.411111111111111,3.6759259259259265,7.94,5.293333333333334,50.0,2.0
2024-11-04,50.0,3.354166666666667,4.83,2.0,2024,309,14.49,1.58,28.27,48.06,13.42,0.0,4.025,3.354166666666667,7.245,4.83,50.0,2.0
2024-11-05,50.0,3.6875,5.31,2.0,2024,310,15.93,1.41,31.47,41.72,16.51,0.0,4.425,3.6874999999999996,7.965,5.31,50.0,2.0
2024-11-06,50.0,3.726851851851852,5.366666666666666,2.0,2024,311,16.1,1.5,33.67,34.17,17.3,0.0,4.472222222222222,3.7268518518518516,8.049999999999999,5.366666666666666,50.0,2.0
2024-11-07,50.0,2.638888888888889,3.8,2.0,2024,312,11.4,2.25,32.85,37.92,18.42,0.0,3.1666666666666665,2.638888888888889,5.699999999999999,3.7999999999999994,50.0,2.0
2024-11-08,50.0,1.828703703703704,2.6333333333333333,2.0,2024,313,7.9,2.35,32.51,42.04,19.6,0.0,2.1944444444444446,1.8287037037037037,3.95,2.6333333333333333,50.0,2.0
2024-11-09,50.0,1.6712962962962965,2.4066666666666667,2.0,2024,314,7.22,1.41,26.24,49.29,19.29,0.0,2.0055555555555555,1.6712962962962963,3.6100000000000003,2.4066666666666667,50.0,2.0
2024-11-10,50.0,3.55324074074074,5.116666666666666,2.0,2024,315,15.35,2.29,28.68,49.34,14.31,0.0,4.263888888888888,3.55324074074074,7.674999999999999,5.116666666666666,50.0,2.0
2024-11-11,50.0,3.5486111111111107,5.109999999999999,2.0,2024,316,15.33,2.48,25.46,61.48,12.81,0.01,4.258333333333333,3.5486111111111107,7.664999999999999,5.109999999999999,50.0,2.0
2024-11-12,50.0,3.324074074074073,4.786666666666666,2.0,2024,317,14.36,1.63,23.94,65.74,12.43,0.08,3.9888888888888885,3.3240740740740735,7.179999999999999,4.786666666666666,50.0,2.0
2024-11-13,50.0,2.747685185185185,3.9566666666666666,2.0,2024,318,11.87,2.47,21.73,74.97,12.17,0.85,3.297222222222222,2.747685185185185,5.935,3.9566666666666666,50.0,2.0
2024-11-14,50.0,3.1921296296296293,4.596666666666666,2.0,2024,319,13.79,2.45,22.91,68.9,12.19,0.08,3.8305555555555553,3.1921296296296293,6.894999999999999,4.596666666666666,50.0,2.0
2024-11-15,50.0,2.488425925925926,3.583333333333333,2.0,2024,320,10.75,2.07,25.43,47.46,12.42,0.03,2.986111111111111,2.488425925925926,5.375,3.5833333333333335,50.0,2.0
